LOCATION	Country	SUBJECT	Subject	MEASURE	Measure	TIME	Time	Unit Code	Unit	PowerCode Code	PowerCode	Reference Period Code	Reference Period	Value	Flag Codes	Flags
NLD	Netherlands	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	2015	2015	PC	Percentage	0	Units	USA_100	USA=100	90.230511		
NLD	Netherlands	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	2016	2016	PC	Percentage	0	Units	USA_100	USA=100	91.271629		
NLD	Netherlands	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	2017	2017	PC	Percentage	0	Units	USA_100	USA=100	92.263384		
NLD	Netherlands	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	2018	2018	PC	Percentage	0	Units	USA_100	USA=100	92.976074		
NLD	Netherlands	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	2019	2019	PC	Percentage	0	Units	USA_100	USA=100	94.287679		
NLD	Netherlands	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	2020	2020	PC	Percentage	0	Units	USA_100	USA=100	97.233217		
NLD	Netherlands	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	2021	2021	PC	Percentage	0	Units	USA_100	USA=100	95.6171		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1970	1970	NATCUR	National currency	6	Millions			5914.148		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1971	1971	NATCUR	National currency	6	Millions			6990		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1972	1972	NATCUR	National currency	6	Millions			8080		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1973	1973	NATCUR	National currency	6	Millions			9361		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1974	1974	NATCUR	National currency	6	Millions			10203		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1975	1975	NATCUR	National currency	6	Millions			11506		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1976	1976	NATCUR	National currency	6	Millions			13972		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1977	1977	NATCUR	National currency	6	Millions			15667		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1978	1978	NATCUR	National currency	6	Millions			17810		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1979	1979	NATCUR	National currency	6	Millions			20546		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1980	1980	NATCUR	National currency	6	Millions			23988		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1981	1981	NATCUR	National currency	6	Millions			29028		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1982	1982	NATCUR	National currency	6	Millions			33426		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1983	1983	NATCUR	National currency	6	Millions			37253		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1984	1984	NATCUR	National currency	6	Millions			42244		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1985	1985	NATCUR	National currency	6	Millions			48779		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1986	1986	NATCUR	National currency	6	Millions			57953		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1987	1987	NATCUR	National currency	6	Millions			65167		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1988	1988	NATCUR	National currency	6	Millions			70628		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1989	1989	NATCUR	National currency	6	Millions			74635		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1990	1990	NATCUR	National currency	6	Millions			76167		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1991	1991	NATCUR	National currency	6	Millions			75986		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1992	1992	NATCUR	National currency	6	Millions			78309		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1993	1993	NATCUR	National currency	6	Millions			84460		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1994	1994	NATCUR	National currency	6	Millions			90337		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1995	1995	NATCUR	National currency	6	Millions			96236		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1996	1996	NATCUR	National currency	6	Millions			101101		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1997	1997	NATCUR	National currency	6	Millions			104815		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1998	1998	NATCUR	National currency	6	Millions			106826		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	1999	1999	NATCUR	National currency	6	Millions			113229		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2000	2000	NATCUR	National currency	6	Millions			119839		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2001	2001	NATCUR	National currency	6	Millions			128712		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2002	2002	NATCUR	National currency	6	Millions			135181		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2003	2003	NATCUR	National currency	6	Millions			144502		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2004	2004	NATCUR	National currency	6	Millions			154559		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2005	2005	NATCUR	National currency	6	Millions			162937		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2006	2006	NATCUR	National currency	6	Millions			172004		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2007	2007	NATCUR	National currency	6	Millions			186673		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2008	2008	NATCUR	National currency	6	Millions			189406		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2009	2009	NATCUR	National currency	6	Millions			194306		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2010	2010	NATCUR	National currency	6	Millions			203342		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2011	2011	NATCUR	National currency	6	Millions			213025		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2012	2012	NATCUR	National currency	6	Millions			217489		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2013	2013	NATCUR	National currency	6	Millions			232792		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2014	2014	NATCUR	National currency	6	Millions			242670		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2015	2015	NATCUR	National currency	6	Millions			255340		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2016	2016	NATCUR	National currency	6	Millions			271271		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2017	2017	NATCUR	National currency	6	Millions			290804		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2018	2018	NATCUR	National currency	6	Millions			306327		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2019	2019	NATCUR	National currency	6	Millions			323967		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2020	2020	NATCUR	National currency	6	Millions			327246		
NZL	New Zealand	T_GDP	Gross Domestic Product (GDP); millions	C	National currency, current prices	2021	2021	NATCUR	National currency	6	Millions			353438		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1970	1970	NATCUR	National currency	0	Units			2097.215603		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1971	1971	NATCUR	National currency	0	Units			2440.642458		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1972	1972	NATCUR	National currency	0	Units			2773.772743		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1973	1973	NATCUR	National currency	0	Units			3150.790979		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1974	1974	NATCUR	National currency	0	Units			3365.105541		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1975	1975	NATCUR	National currency	0	Units			3727.243278		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1976	1976	NATCUR	National currency	0	Units			4483.953787		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1977	1977	NATCUR	National currency	0	Units			5008.631714		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1978	1978	NATCUR	National currency	0	Units			5691.91435		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1979	1979	NATCUR	National currency	0	Units			6547.482473		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1980	1980	NATCUR	National currency	0	Units			7629.770992		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1981	1981	NATCUR	National currency	0	Units			9194.805195		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1982	1982	NATCUR	National currency	0	Units			10501.413761		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1983	1983	NATCUR	National currency	0	Units			11547.737136		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1984	1984	NATCUR	National currency	0	Units			12966.236955		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1985	1985	NATCUR	National currency	0	Units			14908.007335		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1986	1986	NATCUR	National currency	0	Units			17657.830591		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1987	1987	NATCUR	National currency	0	Units			19687.915408		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1988	1988	NATCUR	National currency	0	Units			21286.317058		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1989	1989	NATCUR	National currency	0	Units			22365.897513		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1990	1990	NATCUR	National currency	0	Units			22581.381559		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1991	1991	NATCUR	National currency	0	Units			21674.986451		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1992	1992	NATCUR	National currency	0	Units			22107.447349		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1993	1993	NATCUR	National currency	0	Units			23557.960504		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1994	1994	NATCUR	National currency	0	Units			24856.097293		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1995	1995	NATCUR	National currency	0	Units			26075.976806		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1996	1996	NATCUR	National currency	0	Units			26979.692045		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1997	1997	NATCUR	National currency	0	Units			27640.357586		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1998	1998	NATCUR	National currency	0	Units			27951.750484		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	1999	1999	NATCUR	National currency	0	Units			29464.466939		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2000	2000	NATCUR	National currency	0	Units			31003.000983		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2001	2001	NATCUR	National currency	0	Units			33007.308629		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2002	2002	NATCUR	National currency	0	Units			34050.629723		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2003	2003	NATCUR	National currency	0	Units			35724.492571		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2004	2004	NATCUR	National currency	0	Units			37685.368054		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2005	2005	NATCUR	National currency	0	Units			39280.858245		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2006	2006	NATCUR	National currency	0	Units			40985.536255		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2007	2007	NATCUR	National currency	0	Units			44075.508228		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2008	2008	NATCUR	National currency	0	Units			44346.991337		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2009	2009	NATCUR	National currency	0	Units			45000.115797		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2010	2010	NATCUR	National currency	0	Units			46608.14156		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2011	2011	NATCUR	National currency	0	Units			48497.438816		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2012	2012	NATCUR	National currency	0	Units			49231.274192		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2013	2013	NATCUR	National currency	0	Units			52177.967051		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2014	2014	NATCUR	National currency	0	Units			53429.18162		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2015	2015	NATCUR	National currency	0	Units			55051.52861		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2016	2016	NATCUR	National currency	0	Units			57203.618574		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2017	2017	NATCUR	National currency	0	Units			60112.036712		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2018	2018	NATCUR	National currency	0	Units			62233.757263		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2019	2019	NATCUR	National currency	0	Units			64630.531062		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2020	2020	NATCUR	National currency	0	Units			64202.389594		
NZL	New Zealand	T_GDPPOP	GDP per head of population	C	National currency, current prices	2021	2021	NATCUR	National currency	0	Units			68950.058525		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1970	1970	NATCUR	National currency	0	Units			2.447012		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1971	1971	NATCUR	National currency	0	Units			2.862995		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1972	1972	NATCUR	National currency	0	Units			3.299436		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1973	1973	NATCUR	National currency	0	Units			3.701171		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1974	1974	NATCUR	National currency	0	Units			3.845632		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1975	1975	NATCUR	National currency	0	Units			4.29895		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1976	1976	NATCUR	National currency	0	Units			5.141316		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1977	1977	NATCUR	National currency	0	Units			5.661715		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1978	1978	NATCUR	National currency	0	Units			6.503178		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1979	1979	NATCUR	National currency	0	Units			7.439691		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1980	1980	NATCUR	National currency	0	Units			8.744881		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1981	1981	NATCUR	National currency	0	Units			10.612365		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1982	1982	NATCUR	National currency	0	Units			12.066816		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1983	1983	NATCUR	National currency	0	Units			13.192317		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1984	1984	NATCUR	National currency	0	Units			14.614464		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1985	1985	NATCUR	National currency	0	Units			16.356568		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1986	1986	NATCUR	National currency	0	Units			19.579537		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1987	1987	NATCUR	National currency	0	Units			21.868486		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1988	1988	NATCUR	National currency	0	Units			24.580063		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1989	1989	NATCUR	National currency	0	Units			27.024115		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1990	1990	NATCUR	National currency	0	Units			28.36852		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1991	1991	NATCUR	National currency	0	Units			28.257625		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1992	1992	NATCUR	National currency	0	Units			29.838911		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1993	1993	NATCUR	National currency	0	Units			30.931874		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1994	1994	NATCUR	National currency	0	Units			31.540609		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1995	1995	NATCUR	National currency	0	Units			32.465099		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1996	1996	NATCUR	National currency	0	Units			33.099976		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1997	1997	NATCUR	National currency	0	Units			34.422316		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1998	1998	NATCUR	National currency	0	Units			34.159183		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	1999	1999	NATCUR	National currency	0	Units			34.793116		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2000	2000	NATCUR	National currency	0	Units			37.091552		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2001	2001	NATCUR	National currency	0	Units			39.050966		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2002	2002	NATCUR	National currency	0	Units			39.797724		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2003	2003	NATCUR	National currency	0	Units			41.463207		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2004	2004	NATCUR	National currency	0	Units			42.787944		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2005	2005	NATCUR	National currency	0	Units			43.606615		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2006	2006	NATCUR	National currency	0	Units			45.525458		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2007	2007	NATCUR	National currency	0	Units			49.472515		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2008	2008	NATCUR	National currency	0	Units			49.376878		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2009	2009	NATCUR	National currency	0	Units			52.284912		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2010	2010	NATCUR	National currency	0	Units			53.752905		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2011	2011	NATCUR	National currency	0	Units			55.917982		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2012	2012	NATCUR	National currency	0	Units			57.728256		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2013	2013	NATCUR	National currency	0	Units			59.293978		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2014	2014	NATCUR	National currency	0	Units			59.575979		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2015	2015	NATCUR	National currency	0	Units			61.519141		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2016	2016	NATCUR	National currency	0	Units			62.349726		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2017	2017	NATCUR	National currency	0	Units			64.138622		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2018	2018	NATCUR	National currency	0	Units			66.347295		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2019	2019	NATCUR	National currency	0	Units			68.023549		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2020	2020	NATCUR	National currency	0	Units			69.906224		
NZL	New Zealand	T_GDPHRS	GDP per hour worked	C	National currency, current prices	2021	2021	NATCUR	National currency	0	Units			74.229337	E	Estimated value
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1970	1970	NATCUR	National currency	0	Units			4561.209405		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1971	1971	NATCUR	National currency	0	Units			5327.408317		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1972	1972	NATCUR	National currency	0	Units			6091.872623		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1973	1973	NATCUR	National currency	0	Units			6825.07234		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1974	1974	NATCUR	National currency	0	Units			7123.865653		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1975	1975	NATCUR	National currency	0	Units			7895.917496		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1976	1976	NATCUR	National currency	0	Units			9426.595144		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1977	1977	NATCUR	National currency	0	Units			10411.412153		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1978	1978	NATCUR	National currency	0	Units			11901.387599		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1979	1979	NATCUR	National currency	0	Units			13546.6347		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1980	1980	NATCUR	National currency	0	Units			15828.469833		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1981	1981	NATCUR	National currency	0	Units			19017.057741		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1982	1982	NATCUR	National currency	0	Units			21711.750768		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1983	1983	NATCUR	National currency	0	Units			24443.485071		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1984	1984	NATCUR	National currency	0	Units			26983.234614		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1985	1985	NATCUR	National currency	0	Units			30101.307158		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1986	1986	NATCUR	National currency	0	Units			35908.870443		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1987	1987	NATCUR	National currency	0	Units			40194.277746		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1988	1988	NATCUR	National currency	0	Units			44956.936085		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1989	1989	NATCUR	National currency	0	Units			49183.889225		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1990	1990	NATCUR	National currency	0	Units			51318.651816		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1991	1991	NATCUR	National currency	0	Units			50637.663268		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1992	1992	NATCUR	National currency	0	Units			53680.201149		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1993	1993	NATCUR	National currency	0	Units			57316.762727		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1994	1994	NATCUR	National currency	0	Units			58287.045114		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1995	1995	NATCUR	National currency	0	Units			59768.248127		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1996	1996	NATCUR	National currency	0	Units			60705.356323		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1997	1997	NATCUR	National currency	0	Units			62855.149812		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1998	1998	NATCUR	National currency	0	Units			62477.146306		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	1999	1999	NATCUR	National currency	0	Units			64193.298736		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2000	2000	NATCUR	National currency	0	Units			68100.088895		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2001	2001	NATCUR	National currency	0	Units			71268.013647		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2002	2002	NATCUR	National currency	0	Units			72670.644213		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2003	2003	NATCUR	National currency	0	Units			75587.426828		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2004	2004	NATCUR	National currency	0	Units			78301.938088		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2005	2005	NATCUR	National currency	0	Units			79146.005849		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2006	2006	NATCUR	National currency	0	Units			81718.196915		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2007	2007	NATCUR	National currency	0	Units			87764.241333		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2008	2008	NATCUR	National currency	0	Units			86952.682745		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2009	2009	NATCUR	National currency	0	Units			90975.746793		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2010	2010	NATCUR	National currency	0	Units			94336.348875		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2011	2011	NATCUR	National currency	0	Units			97632.797103		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2012	2012	NATCUR	National currency	0	Units			100100.79624		
NZL	New Zealand	T_GDPEMP	GDP per person employed	C	National currency, current prices	2013	2013	NATCUR	National currency	0	Units			104120.22542		
