LOCATION	Country	SUBJECT	Subject	MEASURE	Measure	TIME	Time	Unit Code	Unit	PowerCode Code	PowerCode	Reference Period Code	Reference Period	Value	Flag Codes	Flags
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1970	1970	PC	Percentage	0	Units	USA_100	USA=100	69.460404		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1971	1971	PC	Percentage	0	Units	USA_100	USA=100	70.112892		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1972	1972	PC	Percentage	0	Units	USA_100	USA=100	70.023775		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1973	1973	PC	Percentage	0	Units	USA_100	USA=100	71.123791		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1974	1974	PC	Percentage	0	Units	USA_100	USA=100	70.362028		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1975	1975	PC	Percentage	0	Units	USA_100	USA=100	70.156839		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1976	1976	PC	Percentage	0	Units	USA_100	USA=100	69.18731		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1977	1977	PC	Percentage	0	Units	USA_100	USA=100	68.470776		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1978	1978	PC	Percentage	0	Units	USA_100	USA=100	68.339945		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1979	1979	PC	Percentage	0	Units	USA_100	USA=100	69.414105		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1980	1980	PC	Percentage	0	Units	USA_100	USA=100	68.862433		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1981	1981	PC	Percentage	0	Units	USA_100	USA=100	67.263356		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1982	1982	PC	Percentage	0	Units	USA_100	USA=100	70.620011		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1983	1983	PC	Percentage	0	Units	USA_100	USA=100	70.984974		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1984	1984	PC	Percentage	0	Units	USA_100	USA=100	68.179547		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1985	1985	PC	Percentage	0	Units	USA_100	USA=100	68.597661		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1986	1986	PC	Percentage	0	Units	USA_100	USA=100	68.856563		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1987	1987	PC	Percentage	0	Units	USA_100	USA=100	70.623371		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1988	1988	PC	Percentage	0	Units	USA_100	USA=100	72.1901		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1989	1989	PC	Percentage	0	Units	USA_100	USA=100	71.902154		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1990	1990	PC	Percentage	0	Units	USA_100	USA=100	71.68969		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1991	1991	PC	Percentage	0	Units	USA_100	USA=100	71.674115		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1992	1992	PC	Percentage	0	Units	USA_100	USA=100	70.264453		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1993	1993	PC	Percentage	0	Units	USA_100	USA=100	70.843192		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1994	1994	PC	Percentage	0	Units	USA_100	USA=100	71.397733		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1995	1995	PC	Percentage	0	Units	USA_100	USA=100	71.936813		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1996	1996	PC	Percentage	0	Units	USA_100	USA=100	73.39951		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1997	1997	PC	Percentage	0	Units	USA_100	USA=100	73.352995		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1998	1998	PC	Percentage	0	Units	USA_100	USA=100	72.181233		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	1999	1999	PC	Percentage	0	Units	USA_100	USA=100	70.948397		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2000	2000	PC	Percentage	0	Units	USA_100	USA=100	72.934908		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2001	2001	PC	Percentage	0	Units	USA_100	USA=100	74.959782		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2002	2002	PC	Percentage	0	Units	USA_100	USA=100	76.577343		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2003	2003	PC	Percentage	0	Units	USA_100	USA=100	77.018614		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2004	2004	PC	Percentage	0	Units	USA_100	USA=100	77.001756		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2005	2005	PC	Percentage	0	Units	USA_100	USA=100	74.32279		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2006	2006	PC	Percentage	0	Units	USA_100	USA=100	75.392254		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2007	2007	PC	Percentage	0	Units	USA_100	USA=100	74.406342		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2008	2008	PC	Percentage	0	Units	USA_100	USA=100	75.988905		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2009	2009	PC	Percentage	0	Units	USA_100	USA=100	74.742874		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2010	2010	PC	Percentage	0	Units	USA_100	USA=100	75.298339		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2011	2011	PC	Percentage	0	Units	USA_100	USA=100	74.731324		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2012	2012	PC	Percentage	0	Units	USA_100	USA=100	74.44743		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2013	2013	PC	Percentage	0	Units	USA_100	USA=100	75.567032		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2014	2014	PC	Percentage	0	Units	USA_100	USA=100	75.49542		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2015	2015	PC	Percentage	0	Units	USA_100	USA=100	75.649844		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2016	2016	PC	Percentage	0	Units	USA_100	USA=100	77.119168		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2017	2017	PC	Percentage	0	Units	USA_100	USA=100	77.442647		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2018	2018	PC	Percentage	0	Units	USA_100	USA=100	75.801009		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2019	2019	PC	Percentage	0	Units	USA_100	USA=100	75.428085		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2020	2020	PC	Percentage	0	Units	USA_100	USA=100	73.519331		
GBR	United Kingdom	T_GDPPOP	GDP per head of population	PCTUS	As % of the USA (USA=100)	2021	2021	PC	Percentage	0	Units	USA_100	USA=100	71.198985		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1970	1970	PC	Percentage	0	Units	USA_100	USA=100	66.289803		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1971	1971	PC	Percentage	0	Units	USA_100	USA=100	68.061302		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1972	1972	PC	Percentage	0	Units	USA_100	USA=100	70.37297		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1973	1973	PC	Percentage	0	Units	USA_100	USA=100	69.992844		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1974	1974	PC	Percentage	0	Units	USA_100	USA=100	70.12213		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1975	1975	PC	Percentage	0	Units	USA_100	USA=100	67.686452		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1976	1976	PC	Percentage	0	Units	USA_100	USA=100	69.037941		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1977	1977	PC	Percentage	0	Units	USA_100	USA=100	70.644743		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1978	1978	PC	Percentage	0	Units	USA_100	USA=100	73.451416		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1979	1979	PC	Percentage	0	Units	USA_100	USA=100	75.427384		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1980	1980	PC	Percentage	0	Units	USA_100	USA=100	76.132907		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1981	1981	PC	Percentage	0	Units	USA_100	USA=100	78.857634		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1982	1982	PC	Percentage	0	Units	USA_100	USA=100	81.466729		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1983	1983	PC	Percentage	0	Units	USA_100	USA=100	83.483336		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1984	1984	PC	Percentage	0	Units	USA_100	USA=100	81.036353		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1985	1985	PC	Percentage	0	Units	USA_100	USA=100	80.475574		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1986	1986	PC	Percentage	0	Units	USA_100	USA=100	80.768315		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1987	1987	PC	Percentage	0	Units	USA_100	USA=100	83.151581		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1988	1988	PC	Percentage	0	Units	USA_100	USA=100	82.038037		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1989	1989	PC	Percentage	0	Units	USA_100	USA=100	81.657941		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1990	1990	PC	Percentage	0	Units	USA_100	USA=100	81.184036		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1991	1991	PC	Percentage	0	Units	USA_100	USA=100	81.750409		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1992	1992	PC	Percentage	0	Units	USA_100	USA=100	82.806549		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1993	1993	PC	Percentage	0	Units	USA_100	USA=100	85.484683		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1994	1994	PC	Percentage	0	Units	USA_100	USA=100	86.834235		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1995	1995	PC	Percentage	0	Units	USA_100	USA=100	87.856332		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1996	1996	PC	Percentage	0	Units	USA_100	USA=100	89.095985		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1997	1997	PC	Percentage	0	Units	USA_100	USA=100	89.217181		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1998	1998	PC	Percentage	0	Units	USA_100	USA=100	88.271227		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	1999	1999	PC	Percentage	0	Units	USA_100	USA=100	86.922017		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2000	2000	PC	Percentage	0	Units	USA_100	USA=100	89.639443		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2001	2001	PC	Percentage	0	Units	USA_100	USA=100	89.448219		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2002	2002	PC	Percentage	0	Units	USA_100	USA=100	90.316559		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2003	2003	PC	Percentage	0	Units	USA_100	USA=100	89.854523		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2004	2004	PC	Percentage	0	Units	USA_100	USA=100	89.60921		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2005	2005	PC	Percentage	0	Units	USA_100	USA=100	85.992282		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2006	2006	PC	Percentage	0	Units	USA_100	USA=100	88.142573		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2007	2007	PC	Percentage	0	Units	USA_100	USA=100	86.398823		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2008	2008	PC	Percentage	0	Units	USA_100	USA=100	87.312159		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2009	2009	PC	Percentage	0	Units	USA_100	USA=100	82.69349		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2010	2010	PC	Percentage	0	Units	USA_100	USA=100	83.63612		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2011	2011	PC	Percentage	0	Units	USA_100	USA=100	83.482609		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2012	2012	PC	Percentage	0	Units	USA_100	USA=100	82.935755		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2013	2013	PC	Percentage	0	Units	USA_100	USA=100	84.202926		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2014	2014	PC	Percentage	0	Units	USA_100	USA=100	83.310648		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2015	2015	PC	Percentage	0	Units	USA_100	USA=100	84.817643		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2016	2016	PC	Percentage	0	Units	USA_100	USA=100	85.567115		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2017	2017	PC	Percentage	0	Units	USA_100	USA=100	86.466499		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2018	2018	PC	Percentage	0	Units	USA_100	USA=100	85.207938		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2019	2019	PC	Percentage	0	Units	USA_100	USA=100	84.755864		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2020	2020	PC	Percentage	0	Units	USA_100	USA=100	88.385469		
GBR	United Kingdom	T_GDPHRS	GDP per hour worked	PCTUS	As % of the USA (USA=100)	2021	2021	PC	Percentage	0	Units	USA_100	USA=100	82.264078		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1970	1970	PC	Percentage	0	Units	USA_100	USA=100	63.365306		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1971	1971	PC	Percentage	0	Units	USA_100	USA=100	64.311023		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1972	1972	PC	Percentage	0	Units	USA_100	USA=100	65.377975		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1973	1973	PC	Percentage	0	Units	USA_100	USA=100	67.021406		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1974	1974	PC	Percentage	0	Units	USA_100	USA=100	66.759402		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1975	1975	PC	Percentage	0	Units	USA_100	USA=100	65.398723		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1976	1976	PC	Percentage	0	Units	USA_100	USA=100	66.257501		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1977	1977	PC	Percentage	0	Units	USA_100	USA=100	67.091345		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1978	1978	PC	Percentage	0	Units	USA_100	USA=100	68.67941		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1979	1979	PC	Percentage	0	Units	USA_100	USA=100	70.268237		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1980	1980	PC	Percentage	0	Units	USA_100	USA=100	69.664119		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1981	1981	PC	Percentage	0	Units	USA_100	USA=100	70.48356		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1982	1982	PC	Percentage	0	Units	USA_100	USA=100	74.000861		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1983	1983	PC	Percentage	0	Units	USA_100	USA=100	74.855417		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1984	1984	PC	Percentage	0	Units	USA_100	USA=100	72.647958		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1985	1985	PC	Percentage	0	Units	USA_100	USA=100	73.335909		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1986	1986	PC	Percentage	0	Units	USA_100	USA=100	74.515933		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1987	1987	PC	Percentage	0	Units	USA_100	USA=100	76.118537		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1988	1988	PC	Percentage	0	Units	USA_100	USA=100	76.196029		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1989	1989	PC	Percentage	0	Units	USA_100	USA=100	74.77279		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1990	1990	PC	Percentage	0	Units	USA_100	USA=100	74.436119		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1991	1991	PC	Percentage	0	Units	USA_100	USA=100	75.18446		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1992	1992	PC	Percentage	0	Units	USA_100	USA=100	74.955942		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1993	1993	PC	Percentage	0	Units	USA_100	USA=100	76.316148		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1994	1994	PC	Percentage	0	Units	USA_100	USA=100	77.213767		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1995	1995	PC	Percentage	0	Units	USA_100	USA=100	77.300822		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1996	1996	PC	Percentage	0	Units	USA_100	USA=100	78.458482		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1997	1997	PC	Percentage	0	Units	USA_100	USA=100	77.95293		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1998	1998	PC	Percentage	0	Units	USA_100	USA=100	76.316892		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	1999	1999	PC	Percentage	0	Units	USA_100	USA=100	74.49678		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2000	2000	PC	Percentage	0	Units	USA_100	USA=100	77.015533		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2001	2001	PC	Percentage	0	Units	USA_100	USA=100	78.047817		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2002	2002	PC	Percentage	0	Units	USA_100	USA=100	78.428752		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2003	2003	PC	Percentage	0	Units	USA_100	USA=100	78.445396		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2004	2004	PC	Percentage	0	Units	USA_100	USA=100	78.100529		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2005	2005	PC	Percentage	0	Units	USA_100	USA=100	75.69669		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2006	2006	PC	Percentage	0	Units	USA_100	USA=100	77.250775		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2007	2007	PC	Percentage	0	Units	USA_100	USA=100	76.33176		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2008	2008	PC	Percentage	0	Units	USA_100	USA=100	76.874351		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2009	2009	PC	Percentage	0	Units	USA_100	USA=100	73.868074		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2010	2010	PC	Percentage	0	Units	USA_100	USA=100	73.797452		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2011	2011	PC	Percentage	0	Units	USA_100	USA=100	73.363789		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2012	2012	PC	Percentage	0	Units	USA_100	USA=100	73.579629		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2013	2013	PC	Percentage	0	Units	USA_100	USA=100	74.512801		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2014	2014	PC	Percentage	0	Units	USA_100	USA=100	73.914347		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2015	2015	PC	Percentage	0	Units	USA_100	USA=100	74.080168		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2016	2016	PC	Percentage	0	Units	USA_100	USA=100	75.788472		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2017	2017	PC	Percentage	0	Units	USA_100	USA=100	76.269245		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2018	2018	PC	Percentage	0	Units	USA_100	USA=100	74.975223		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2019	2019	PC	Percentage	0	Units	USA_100	USA=100	74.692819		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2020	2020	PC	Percentage	0	Units	USA_100	USA=100	68.918052		
GBR	United Kingdom	T_GDPEMP	GDP per person employed	PCTUS	As % of the USA (USA=100)	2021	2021	PC	Percentage	0	Units	USA_100	USA=100	69.489171		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1970	1970	PC	Percentage	0	Units	USA_100	USA=100	104.782939		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1971	1971	PC	Percentage	0	Units	USA_100	USA=100	103.014326		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1972	1972	PC	Percentage	0	Units	USA_100	USA=100	99.503794		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1973	1973	PC	Percentage	0	Units	USA_100	USA=100	101.615804		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1974	1974	PC	Percentage	0	Units	USA_100	USA=100	100.342114		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1975	1975	PC	Percentage	0	Units	USA_100	USA=100	103.649751		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1976	1976	PC	Percentage	0	Units	USA_100	USA=100	100.216358		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1977	1977	PC	Percentage	0	Units	USA_100	USA=100	96.922677		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1978	1978	PC	Percentage	0	Units	USA_100	USA=100	93.041018		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1979	1979	PC	Percentage	0	Units	USA_100	USA=100	92.027724		
GBR	United Kingdom	T_HRSPOP	Labour utilisation (hours worked per head of population)	PCTUS	As % of the USA (USA=100)	1980	1980	PC	Percentage	0	Units	USA_100	USA=100	90.450288		
