LOCATION,Country,SUBJECT,Subject,MEASURE,monetaryunit, Measure,TIME,Time,Unit Code,Unit,PowerCode, Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2002,2002,USD,US Dollar,0,Units,,,41.879051,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2003,2003,USD,US Dollar,0,Units,,,43.540476,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2004,2004,USD,US Dollar,0,Units,,,45.496133,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2005,2005,USD,US Dollar,0,Units,,,46.564475,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2006,2006,USD,US Dollar,0,Units,,,48.840894,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2007,2007,USD,US Dollar,0,Units,,,50.916038,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2008,2008,USD,US Dollar,0,Units,,,52.514937,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2009,2009,USD,US Dollar,0,Units,,,52.505372,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2010,2010,USD,US Dollar,0,Units,,,54.47119,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2011,2011,USD,US Dollar,0,Units,,,57.609108,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2012,2012,USD,US Dollar,0,Units,,,58.943586,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2013,2013,USD,US Dollar,0,Units,,,61.355034,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2014,2014,USD,US Dollar,0,Units,,,63.635349,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2015,2015,USD,US Dollar,0,Units,,,64.376152,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2016,2016,USD,US Dollar,0,Units,,,68.356357,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2017,2017,USD,US Dollar,0,Units,,,71.36311,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2018,2018,USD,US Dollar,0,Units,,,73.601049,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2019,2019,USD,US Dollar,0,Units,,,74.783218,,
DEU,Germany,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2020,2020,USD,US Dollar,0,Units,,,75.97421,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1970,1970,USD,US Dollar,0,Units,,,9484.964871,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1971,1971,USD,US Dollar,0,Units,,,10231.40956,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1972,1972,USD,US Dollar,0,Units,,,11071.760379,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1973,1973,USD,US Dollar,0,Units,,,12090.558349,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1974,1974,USD,US Dollar,0,Units,,,13422.76231,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1975,1975,USD,US Dollar,0,Units,,,14913.386571,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1976,1976,USD,US Dollar,0,Units,,,16581.709537,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1977,1977,USD,US Dollar,0,Units,,,18160.511021,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1978,1978,USD,US Dollar,0,Units,,,19826.667188,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1979,1979,USD,US Dollar,0,Units,,,21939.016971,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1980,1980,USD,US Dollar,0,Units,,,23857.906089,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1981,1981,USD,US Dollar,0,Units,,,26222.039307,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1982,1982,USD,US Dollar,0,Units,,,27947.985107,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1983,1983,USD,US Dollar,0,Units,,,29770.340404,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1984,1984,USD,US Dollar,0,Units,,,31443.673008,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1985,1985,USD,US Dollar,0,Units,,,32733.919605,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1986,1986,USD,US Dollar,0,Units,,,33513.589336,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1987,1987,USD,US Dollar,0,Units,,,34344.061331,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1988,1988,USD,US Dollar,0,Units,,,36356.298548,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1989,1989,USD,US Dollar,0,Units,,,38530.742196,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1990,1990,USD,US Dollar,0,Units,,,40788.30703,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1991,1991,USD,US Dollar,0,Units,,,43113.740449,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1992,1992,USD,US Dollar,0,Units,,,45542.978597,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1993,1993,USD,US Dollar,0,Units,,,46772.58783,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1994,1994,USD,US Dollar,0,Units,,,48893.33739,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1995,1995,USD,US Dollar,0,Units,,,50472.172783,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1996,1996,USD,US Dollar,0,Units,,,51699.807342,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1997,1997,USD,US Dollar,0,Units,,,52973.504232,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1998,1998,USD,US Dollar,0,Units,,,54017.607949,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1999,1999,USD,US Dollar,0,Units,,,55176.785302,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2000,2000,USD,US Dollar,0,Units,,,55966.729979,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2001,2001,USD,US Dollar,0,Units,,,58635.61148,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2002,2002,USD,US Dollar,0,Units,,,60679.19397,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2003,2003,USD,US Dollar,0,Units,,,62846.308841,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2004,2004,USD,US Dollar,0,Units,,,65632.056628,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2005,2005,USD,US Dollar,0,Units,,,66699.900842,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2006,2006,USD,US Dollar,0,Units,,,70974.689532,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2007,2007,USD,US Dollar,0,Units,,,74036.955701,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2008,2008,USD,US Dollar,0,Units,,,76006.617538,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2009,2009,USD,US Dollar,0,Units,,,73772.606044,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2010,2010,USD,US Dollar,0,Units,,,77661.841698,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2011,2011,USD,US Dollar,0,Units,,,82202.483295,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2012,2012,USD,US Dollar,0,Units,,,82991.847688,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2013,2013,USD,US Dollar,0,Units,,,85680.267698,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2014,2014,USD,US Dollar,0,Units,,,89115.763231,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2015,2015,USD,US Dollar,0,Units,,,90187.883122,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2016,2016,USD,US Dollar,0,Units,,,95397.95023,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2017,2017,USD,US Dollar,0,Units,,,99132.882602,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2018,2018,USD,US Dollar,0,Units,,,101913.05355,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2019,2019,USD,US Dollar,0,Units,,,103315.45957,,
DEU,Germany,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2020,2020,USD,US Dollar,0,Units,,,100604.37322,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1983,1983,USD,US Dollar,0,Units,,,12.411278,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1984,1984,USD,US Dollar,0,Units,,,13.600862,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1985,1985,USD,US Dollar,0,Units,,,13.911911,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1986,1986,USD,US Dollar,0,Units,,,14.294659,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1987,1987,USD,US Dollar,0,Units,,,14.629302,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1988,1988,USD,US Dollar,0,Units,,,15.622965,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1989,1989,USD,US Dollar,0,Units,,,16.454093,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1990,1990,USD,US Dollar,0,Units,,,17.028314,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1991,1991,USD,US Dollar,0,Units,,,18.207822,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1992,1992,USD,US Dollar,0,Units,,,18.250223,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1993,1993,USD,US Dollar,0,Units,,,18.0546,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1994,1994,USD,US Dollar,0,Units,,,18.7656,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1995,1995,USD,US Dollar,0,Units,,,19.551615,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1996,1996,USD,US Dollar,0,Units,,,20.677961,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1997,1997,USD,US Dollar,0,Units,,,22.230836,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1998,1998,USD,US Dollar,0,Units,,,22.505036,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1999,1999,USD,US Dollar,0,Units,,,23.170987,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2000,2000,USD,US Dollar,0,Units,,,24.484312,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2001,2001,USD,US Dollar,0,Units,,,26.410181,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2002,2002,USD,US Dollar,0,Units,,,28.025656,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2003,2003,USD,US Dollar,0,Units,,,29.262639,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2004,2004,USD,US Dollar,0,Units,,,30.664309,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2005,2005,USD,US Dollar,0,Units,,,29.86514,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2006,2006,USD,US Dollar,0,Units,,,32.957095,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2007,2007,USD,US Dollar,0,Units,,,33.721029,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2008,2008,USD,US Dollar,0,Units,,,35.245648,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2009,2009,USD,US Dollar,0,Units,,,35.417843,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2010,2010,USD,US Dollar,0,Units,,,34.183979,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2011,2011,USD,US Dollar,0,Units,,,32.450648,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2012,2012,USD,US Dollar,0,Units,,,31.963575,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2013,2013,USD,US Dollar,0,Units,,,33.128832,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2014,2014,USD,US Dollar,0,Units,,,33.431597,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2015,2015,USD,US Dollar,0,Units,,,34.569562,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2016,2016,USD,US Dollar,0,Units,,,34.088034,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2017,2017,USD,US Dollar,0,Units,,,35.583623,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2018,2018,USD,US Dollar,0,Units,,,35.953481,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2019,2019,USD,US Dollar,0,Units,,,37.757787,,
GRC,Greece,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2020,2020,USD,US Dollar,0,Units,,,39.184613,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1983,1983,USD,US Dollar,0,Units,,,25716.167698,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1984,1984,USD,US Dollar,0,Units,,,27242.526985,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1985,1985,USD,US Dollar,0,Units,,,28102.059298,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1986,1986,USD,US Dollar,0,Units,,,28717.970783,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1987,1987,USD,US Dollar,0,Units,,,28790.466199,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1988,1988,USD,US Dollar,0,Units,,,30574.142868,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1989,1989,USD,US Dollar,0,Units,,,32858.823886,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1990,1990,USD,US Dollar,0,Units,,,33647.949171,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1991,1991,USD,US Dollar,0,Units,,,36506.683227,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1992,1992,USD,US Dollar,0,Units,,,37066.202761,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1993,1993,USD,US Dollar,0,Units,,,37029.984266,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1994,1994,USD,US Dollar,0,Units,,,37868.981801,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1995,1995,USD,US Dollar,0,Units,,,39122.782574,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1996,1996,USD,US Dollar,0,Units,,,41355.921626,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1997,1997,USD,US Dollar,0,Units,,,44417.210282,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1998,1998,USD,US Dollar,0,Units,,,44987.567456,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1999,1999,USD,US Dollar,0,Units,,,46226.118677,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2000,2000,USD,US Dollar,0,Units,,,48919.65586,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2001,2001,USD,US Dollar,0,Units,,,52609.081458,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2002,2002,USD,US Dollar,0,Units,,,55602.901977,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2003,2003,USD,US Dollar,0,Units,,,58027.812472,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2004,2004,USD,US Dollar,0,Units,,,60531.345594,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2005,2005,USD,US Dollar,0,Units,,,60476.909301,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2006,2006,USD,US Dollar,0,Units,,,66408.546425,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2007,2007,USD,US Dollar,0,Units,,,67475.778764,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2008,2008,USD,US Dollar,0,Units,,,70385.559934,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2009,2009,USD,US Dollar,0,Units,,,69879.403678,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2010,2010,USD,US Dollar,0,Units,,,66009.263064,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2011,2011,USD,US Dollar,0,Units,,,63278.76327,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2012,2012,USD,US Dollar,0,Units,,,63607.513281,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2013,2013,USD,US Dollar,0,Units,,,66158.277578,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2014,2014,USD,US Dollar,0,Units,,,65158.18333,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2015,2015,USD,US Dollar,0,Units,,,66892.101533,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2016,2016,USD,US Dollar,0,Units,,,66233.050171,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2017,2017,USD,US Dollar,0,Units,,,69281.314578,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2018,2018,USD,US Dollar,0,Units,,,70648.589543,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2019,2019,USD,US Dollar,0,Units,,,72494.951887,,
GRC,Greece,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2020,2020,USD,US Dollar,0,Units,,,67711.011315,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1991,1991,USD,US Dollar,0,Units,,,8.673744,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1992,1992,USD,US Dollar,0,Units,,,9.602098,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1993,1993,USD,US Dollar,0,Units,,,10.426766,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1994,1994,USD,US Dollar,0,Units,,,10.452116,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1995,1995,USD,US Dollar,0,Units,,,12.331526,B,Break
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1996,1996,USD,US Dollar,0,Units,,,12.561567,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1997,1997,USD,US Dollar,0,Units,,,13.009531,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1998,1998,USD,US Dollar,0,Units,,,13.682382,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,1999,1999,USD,US Dollar,0,Units,,,13.938299,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2000,2000,USD,US Dollar,0,Units,,,15.224288,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2001,2001,USD,US Dollar,0,Units,,,17.200683,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2002,2002,USD,US Dollar,0,Units,,,19.026363,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2003,2003,USD,US Dollar,0,Units,,,20.108157,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2004,2004,USD,US Dollar,0,Units,,,21.256643,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2005,2005,USD,US Dollar,0,Units,,,22.779847,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2006,2006,USD,US Dollar,0,Units,,,24.499493,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2007,2007,USD,US Dollar,0,Units,,,25.959455,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2008,2008,USD,US Dollar,0,Units,,,28.624086,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2009,2009,USD,US Dollar,0,Units,,,29.667077,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2010,2010,USD,US Dollar,0,Units,,,31.133336,B,Break
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2011,2011,USD,US Dollar,0,Units,,,33.13013,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2012,2012,USD,US Dollar,0,Units,,,33.245059,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2013,2013,USD,US Dollar,0,Units,,,34.6487,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2014,2014,USD,US Dollar,0,Units,,,34.29602,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2015,2015,USD,US Dollar,0,Units,,,35.003045,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2016,2016,USD,US Dollar,0,Units,,,34.790191,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2017,2017,USD,US Dollar,0,Units,,,36.201439,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2018,2018,USD,US Dollar,0,Units,,,38.58258,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2019,2019,USD,US Dollar,0,Units,,,40.878632,,
HUN,Hungary,T_GDPHRS,GDP per hour worked,CPC,USD, current prices, current PPPs,2020,2020,USD,US Dollar,0,Units,,,42.149024,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1991,1991,USD,US Dollar,0,Units,,,17763.94714,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1992,1992,USD,US Dollar,0,Units,,,19223.528812,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1993,1993,USD,US Dollar,0,Units,,,20874.524136,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1994,1994,USD,US Dollar,0,Units,,,22388.582011,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1995,1995,USD,US Dollar,0,Units,,,24021.973624,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1996,1996,USD,US Dollar,0,Units,,,24444.584375,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1997,1997,USD,US Dollar,0,Units,,,25424.589465,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1998,1998,USD,US Dollar,0,Units,,,26613.046931,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,1999,1999,USD,US Dollar,0,Units,,,27213.196916,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2000,2000,USD,US Dollar,0,Units,,,29419.473178,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2001,2001,USD,US Dollar,0,Units,,,32642.853523,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2002,2002,USD,US Dollar,0,Units,,,35838.637602,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2003,2003,USD,US Dollar,0,Units,,,37326.551643,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2004,2004,USD,US Dollar,0,Units,,,39507.80322,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2005,2005,USD,US Dollar,0,Units,,,41779.507371,,
HUN,Hungary,T_GDPEMP,GDP per person employed,CPC,USD, current prices, current PPPs,2006,2006,USD,US Dollar,0,Units,,,44440.525074,,
